change_id,timestamp,interval_index,system,component,environment,change_type,object_type,object_name,old_dtype,new_dtype,columns_added,columns_dropped,tables_added,tables_dropped,impacted_rows_estimate,severity,requires_backfill,user_id,ticket_id
100969,2025-10-26T08:00:00,76,BigData,Hadoop_Cluster_B,dev,drop_column,table,Hadoop_Cluster_B_table_2360,TIMESTAMP,,0,0,0,0,9031,low,TRUE,user_023,TKT-40431
100970,2025-10-26T08:00:00,76,Glue,Glue_Job_009,dev,add_column,table,Glue_Job_009_table_1187,,TIMESTAMP,1,0,0,0,2961,medium,FALSE,user_037,TKT-59383
100971,2025-10-26T08:00:00,76,Glue,Glue_Job_009,dev,add_column,column,Glue_Job_009_column_1650,,INTEGER,3,0,0,0,3647,low,FALSE,user_045,TKT-46189
100972,2025-10-26T08:00:00,76,OnPrem,OnPrem_Srv_07,prod,add_column,table,OnPrem_Srv_07_table_7177,,BIGINT,3,0,0,0,7356,low,TRUE,user_017,TKT-72232
100973,2025-10-26T16:00:00,77,PostgreSQL,Returns,prod,add_column,table,Returns_table_9392,,INTEGER,3,0,0,0,1179,low,FALSE,user_004,TKT-78326
100974,2025-10-26T16:00:00,77,Qlik,Qlik_App_04,prod,add_index,column,Qlik_App_04_column_4213,,,0,0,0,0,5238,high,FALSE,user_023,TKT-26793
100975,2025-10-26T16:00:00,77,DataWarehouse,Staging,prod,add_column,table,Staging_table_2663,,VARCHAR,1,0,0,0,5835,low,FALSE,user_050,TKT-55335
100976,2025-10-26T16:00:00,77,DataWarehouse,Mart,prod,add_table,table,Mart_table_5231,,,0,0,1,0,25993,low,FALSE,user_035,TKT-77082
100977,2025-10-26T16:00:00,77,BigData,Hadoop_Cluster_A,prod,add_index,table,Hadoop_Cluster_A_table_0297,,,0,0,0,0,6310,low,FALSE,user_046,TKT-35692
100978,2025-10-26T16:00:00,77,BigData,Hadoop_Cluster_A,prod,add_column,table,Hadoop_Cluster_A_table_7735,,VARCHAR,5,0,0,0,29902,low,FALSE,user_002,TKT-19144
100979,2025-10-26T16:00:00,77,BigData,Hadoop_Cluster_A,prod,modify_type,table,Hadoop_Cluster_A_table_6334,BIGINT,DECIMAL,0,0,0,0,17177,low,TRUE,user_020,TKT-86661
100980,2025-10-26T16:00:00,77,Glue,Glue_Job_011,prod,add_column,table,Glue_Job_011_table_4088,,TEXT,2,0,0,0,1605,high,FALSE,user_001,TKT-95184
100981,2025-10-26T16:00:00,77,Glue,Glue_Job_001,prod,add_index,view,Glue_Job_001_view_1970,,,0,0,0,0,2949,medium,TRUE,user_031,TKT-31826
100982,2025-10-26T16:00:00,77,Glue,Glue_Job_012,dev,add_column,table,Glue_Job_012_table_5941,,DATE,1,0,0,0,480,low,FALSE,user_040,TKT-21569
100983,2025-10-27T00:00:00,78,PostgreSQL,Compliance,prod,add_index,table,Compliance_table_6687,,,0,0,0,0,3788,low,TRUE,user_041,TKT-22011
100984,2025-10-27T00:00:00,78,Qlik,Qlik_App_01,prod,add_column,table,Qlik_App_01_table_1388,,DECIMAL,2,0,0,0,3653,medium,FALSE,user_004,TKT-11316
100985,2025-10-27T00:00:00,78,Qlik,Qlik_App_02,dev,add_table,table,Qlik_App_02_table_3095,,,0,0,1,0,1140,medium,TRUE,user_017,TKT-64576
100986,2025-10-27T00:00:00,78,DataWarehouse,Staging,dev,add_index,table,Staging_table_4842,,,0,0,0,0,11902,medium,FALSE,user_016,TKT-46326
100987,2025-10-27T00:00:00,78,DataWarehouse,Mart,prod,drop_column,table,Mart_table_1916,TEXT,,0,1,0,0,7173,medium,FALSE,user_040,TKT-23194
100988,2025-10-27T00:00:00,78,DataWarehouse,Mart,prod,add_view,column,Mart_column_5469,,,0,0,0,0,44222,low,FALSE,user_012,TKT-76786
100989,2025-10-27T00:00:00,78,DataWarehouse,Staging,dev,drop_table,table,Staging_table_2556,,,0,0,0,1,8690,low,FALSE,user_044,TKT-87271
100990,2025-10-27T00:00:00,78,DataWarehouse,Core,prod,add_table,column,Core_column_1796,,,0,0,1,0,14681,medium,FALSE,user_013,TKT-38090
100991,2025-10-27T00:00:00,78,BigData,Hadoop_Cluster_B,prod,add_column,index,Hadoop_Cluster_B_index_7547,,BIGINT,1,0,0,0,14181,medium,TRUE,user_005,TKT-34409
100992,2025-10-27T00:00:00,78,BigData,Hadoop_Cluster_B,prod,drop_table,table,Hadoop_Cluster_B_table_5443,,,0,0,0,1,9815,medium,FALSE,user_016,TKT-18802
100993,2025-10-27T00:00:00,78,Glue,Glue_Job_006,prod,add_table,table,Glue_Job_006_table_9878,,,0,0,1,0,1011,high,FALSE,user_040,TKT-43268
100994,2025-10-27T00:00:00,78,OnPrem,OnPrem_Srv_10,dev,add_column,column,OnPrem_Srv_10_column_2949,,TIMESTAMP,2,0,0,0,3488,medium,FALSE,user_050,TKT-50327
100995,2025-10-27T00:00:00,78,OnPrem,OnPrem_Srv_05,prod,add_column,table,OnPrem_Srv_05_table_3727,,TIMESTAMP,1,0,0,0,8909,low,FALSE,user_035,TKT-19200
100996,2025-10-27T08:00:00,79,PostgreSQL,Pricing,dev,add_column,column,Pricing_column_5915,,DECIMAL,3,0,0,0,819,low,FALSE,user_003,TKT-88348
100997,2025-10-27T08:00:00,79,PostgreSQL,Catalog,dev,add_column,table,Catalog_table_7391,,BIGINT,1,0,0,0,19197,medium,FALSE,user_044,TKT-10424
100998,2025-10-27T08:00:00,79,PostgreSQL,Suppliers,prod,add_view,table,Suppliers_table_8096,,,0,0,0,0,8779,low,TRUE,user_037,TKT-77958
100999,2025-10-27T08:00:00,79,PostgreSQL,Compliance,dev,add_column,table,Compliance_table_7249,,TEXT,3,0,0,0,1476,low,TRUE,user_002,TKT-14163
101000,2025-10-27T08:00:00,79,PostgreSQL,Suppliers,prod,modify_type,column,Suppliers_column_1176,TEXT,BOOLEAN,0,0,0,0,2403,low,TRUE,user_019,TKT-47595
101001,2025-10-27T08:00:00,79,Qlik,Qlik_App_06,dev,modify_type,table,Qlik_App_06_table_9291,BOOLEAN,VARCHAR,0,0,0,0,402,low,TRUE,user_034,TKT-25941
101002,2025-10-27T08:00:00,79,Qlik,Qlik_App_08,dev,modify_type,table,Qlik_App_08_table_6772,TEXT,DATE,0,0,0,0,3162,medium,FALSE,user_048,TKT-77194
101003,2025-10-27T08:00:00,79,DataWarehouse,Core,prod,add_column,column,Core_column_3591,,VARCHAR,3,0,0,0,12132,low,FALSE,user_046,TKT-28059
101004,2025-10-27T08:00:00,79,DataWarehouse,Staging,dev,add_view,table,Staging_table_8144,,,0,0,0,0,55574,high,FALSE,user_003,TKT-53420
101005,2025-10-27T08:00:00,79,DataWarehouse,Core,prod,drop_table,column,Core_column_9790,,,0,0,0,1,89492,low,FALSE,user_042,TKT-70117
101006,2025-10-27T08:00:00,79,DataWarehouse,Staging,prod,add_column,view,Staging_view_8993,,DECIMAL,0,0,0,0,20902,medium,FALSE,user_042,TKT-22992
101007,2025-10-27T08:00:00,79,BigData,Hadoop_Cluster_A,dev,add_column,table,Hadoop_Cluster_A_table_3994,,BOOLEAN,2,0,0,0,43735,low,FALSE,user_034,TKT-54894
101008,2025-10-27T08:00:00,79,BigData,Hadoop_Cluster_A,prod,add_column,table,Hadoop_Cluster_A_table_0209,,DECIMAL,1,0,0,0,17169,low,TRUE,user_022,TKT-15723
101009,2025-10-27T08:00:00,79,BigData,Spark_Cluster_C,prod,modify_type,table,Spark_Cluster_C_table_3954,DECIMAL,TEXT,0,0,0,0,4768,low,FALSE,user_037,TKT-11634
101010,2025-10-27T08:00:00,79,BigData,Hadoop_Cluster_B,prod,modify_type,table,Hadoop_Cluster_B_table_5826,TIMESTAMP,TIMESTAMP,0,0,0,0,6284,low,FALSE,user_047,TKT-47487
101011,2025-10-27T08:00:00,79,Glue,Glue_Job_016,prod,add_table,view,Glue_Job_016_view_1263,,,0,0,1,0,2462,low,FALSE,user_012,TKT-94482
101012,2025-10-27T08:00:00,79,Glue,Glue_Job_015,prod,add_column,table,Glue_Job_015_table_1731,,TEXT,5,0,0,0,3232,low,FALSE,user_036,TKT-88243
101013,2025-10-27T08:00:00,79,OnPrem,OnPrem_Srv_03,dev,modify_type,column,OnPrem_Srv_03_column_3332,DATE,DATE,0,0,0,0,4784,medium,FALSE,user_030,TKT-27977
101014,2025-10-27T16:00:00,80,PostgreSQL,Suppliers,prod,add_table,column,Suppliers_column_3885,,,0,0,1,0,3298,medium,TRUE,user_001,TKT-50285
101015,2025-10-27T16:00:00,80,PostgreSQL,Orders,dev,modify_type,table,Orders_table_8557,TEXT,TEXT,0,0,0,0,634,medium,TRUE,user_046,TKT-66093
101016,2025-10-27T16:00:00,80,PostgreSQL,Payments,prod,add_table,column,Payments_column_7099,,,0,0,1,0,4117,medium,FALSE,user_037,TKT-68491
101017,2025-10-27T16:00:00,80,PostgreSQL,Suppliers,prod,add_table,table,Suppliers_table_8697,,,0,0,1,0,5810,low,FALSE,user_016,TKT-87365
101018,2025-10-27T16:00:00,80,PostgreSQL,Orders,prod,add_column,column,Orders_column_5400,,TEXT,2,0,0,0,3572,medium,TRUE,user_038,TKT-89787
101019,2025-10-27T16:00:00,80,PostgreSQL,Orders,prod,add_index,column,Orders_column_9553,,,0,0,0,0,6803,medium,FALSE,user_048,TKT-97972
101020,2025-10-27T16:00:00,80,PostgreSQL,Promotions,prod,modify_type,table,Promotions_table_9435,BIGINT,TIMESTAMP,0,0,0,0,4826,low,FALSE,user_008,TKT-41051
101021,2025-10-27T16:00:00,80,BigData,Spark_Cluster_C,prod,modify_type,table,Spark_Cluster_C_table_1655,BIGINT,TEXT,0,0,0,0,34090,low,FALSE,user_004,TKT-65421
101022,2025-10-27T16:00:00,80,BigData,Hadoop_Cluster_A,prod,add_column,table,Hadoop_Cluster_A_table_1143,,DATE,2,0,0,0,24691,low,FALSE,user_041,TKT-59851
101023,2025-10-27T16:00:00,80,Glue,Glue_Job_009,prod,add_table,column,Glue_Job_009_column_6741,,,0,0,1,0,7266,medium,FALSE,user_004,TKT-95898
101024,2025-10-27T16:00:00,80,Glue,Glue_Job_002,dev,add_table,column,Glue_Job_002_column_8792,,,0,0,1,0,9665,low,FALSE,user_040,TKT-28642
101025,2025-10-27T16:00:00,80,Glue,Glue_Job_018,dev,add_column,table,Glue_Job_018_table_0189,,BIGINT,2,0,0,0,1940,low,FALSE,user_022,TKT-64345
101026,2025-10-27T16:00:00,80,Glue,Glue_Job_002,prod,drop_column,table,Glue_Job_002_table_3538,BOOLEAN,,0,1,0,0,2287,medium,FALSE,user_015,TKT-14286
101027,2025-10-27T16:00:00,80,Glue,Glue_Job_006,prod,modify_type,table,Glue_Job_006_table_7431,DECIMAL,TIMESTAMP,0,0,0,0,2938,low,FALSE,user_027,TKT-55485
101028,2025-10-27T16:00:00,80,Glue,Glue_Job_009,prod,drop_column,table,Glue_Job_009_table_9516,BIGINT,,0,0,0,0,3518,low,TRUE,user_038,TKT-90773
101029,2025-10-27T16:00:00,80,OnPrem,OnPrem_Srv_04,dev,drop_column,table,OnPrem_Srv_04_table_1224,BOOLEAN,,0,2,0,0,2549,high,TRUE,user_050,TKT-29465
101030,2025-10-27T16:00:00,80,OnPrem,OnPrem_Srv_04,prod,add_column,table,OnPrem_Srv_04_table_8620,,BOOLEAN,2,0,0,0,7252,medium,FALSE,user_038,TKT-15521
101031,2025-10-27T16:00:00,80,OnPrem,OnPrem_Srv_07,prod,add_column,table,OnPrem_Srv_07_table_9455,,BOOLEAN,7,0,0,0,13225,low,FALSE,user_035,TKT-12665
101032,2025-10-28T00:00:00,81,PostgreSQL,Auth,prod,add_column,table,Auth_table_9934,,TEXT,2,0,0,0,3961,high,FALSE,user_021,TKT-44754
101033,2025-10-28T00:00:00,81,PostgreSQL,Catalog,dev,add_column,column,Catalog_column_2941,,DECIMAL,2,0,0,0,16314,low,FALSE,user_046,TKT-38436
101034,2025-10-28T00:00:00,81,PostgreSQL,Accounts,dev,modify_type,table,Accounts_table_3484,TEXT,TIMESTAMP,0,0,0,0,97699,low,TRUE,user_048,TKT-63319
101035,2025-10-28T00:00:00,81,PostgreSQL,Shipping,prod,modify_type,column,Shipping_column_6203,BIGINT,BOOLEAN,0,0,0,0,14561,low,FALSE,user_050,TKT-40845
101036,2025-10-28T00:00:00,81,BigData,Spark_Cluster_C,dev,add_table,column,Spark_Cluster_C_column_3696,,,0,0,1,0,22881,medium,TRUE,user_011,TKT-85477
101037,2025-10-28T00:00:00,81,BigData,Spark_Cluster_C,prod,add_column,table,Spark_Cluster_C_table_0031,,DATE,2,0,0,0,44310,low,FALSE,user_011,TKT-39545
101038,2025-10-28T00:00:00,81,BigData,Spark_Cluster_C,prod,drop_column,table,Spark_Cluster_C_table_2641,TEXT,,0,1,0,0,25747,medium,FALSE,user_033,TKT-25475
101039,2025-10-28T00:00:00,81,Glue,Glue_Job_015,dev,add_table,table,Glue_Job_015_table_7691,,,0,0,1,0,1064,medium,TRUE,user_004,TKT-21683
101040,2025-10-28T00:00:00,81,Glue,Glue_Job_016,prod,add_column,column,Glue_Job_016_column_1544,,BOOLEAN,6,0,0,0,3451,medium,FALSE,user_038,TKT-45271
101041,2025-10-28T00:00:00,81,Glue,Glue_Job_010,prod,drop_table,table,Glue_Job_010_table_2339,,,0,0,0,1,13463,low,TRUE,user_039,TKT-44850
101042,2025-10-28T08:00:00,82,PostgreSQL,Auth,dev,add_table,table,Auth_table_9964,,,0,0,1,0,1980,high,FALSE,user_034,TKT-81762
101043,2025-10-28T08:00:00,82,PostgreSQL,Billing,prod,add_index,table,Billing_table_9391,,,0,0,0,0,8932,low,TRUE,user_044,TKT-78498
101044,2025-10-28T08:00:00,82,PostgreSQL,Catalog,prod,modify_type,table,Catalog_table_5373,TIMESTAMP,BIGINT,0,0,0,0,2036,low,FALSE,user_009,TKT-90396
101045,2025-10-28T08:00:00,82,Qlik,Qlik_App_01,dev,add_table,column,Qlik_App_01_column_9081,,,0,0,1,0,1730,low,FALSE,user_037,TKT-85038
101046,2025-10-28T08:00:00,82,DataWarehouse,Mart,prod,add_index,column,Mart_column_6064,,,0,0,0,0,5448,medium,FALSE,user_015,TKT-92990
101047,2025-10-28T08:00:00,82,DataWarehouse,Core,prod,modify_type,column,Core_column_1415,INTEGER,TIMESTAMP,0,0,0,0,3372,low,FALSE,user_043,TKT-61176
101048,2025-10-28T08:00:00,82,BigData,Hadoop_Cluster_B,dev,add_view,index,Hadoop_Cluster_B_index_0494,,,0,0,0,0,36895,low,FALSE,user_007,TKT-13868
101049,2025-10-28T08:00:00,82,Glue,Glue_Job_017,prod,drop_column,table,Glue_Job_017_table_7843,DATE,,0,0,0,0,5054,medium,FALSE,user_034,TKT-48199
101050,2025-10-28T08:00:00,82,Glue,Glue_Job_017,dev,add_column,column,Glue_Job_017_column_4076,,DATE,1,0,0,0,3379,low,FALSE,user_007,TKT-39681
101051,2025-10-28T08:00:00,82,Glue,Glue_Job_003,dev,modify_type,table,Glue_Job_003_table_2796,BIGINT,BIGINT,0,0,0,0,5868,low,FALSE,user_038,TKT-72293
101052,2025-10-28T08:00:00,82,Glue,Glue_Job_018,prod,add_column,view,Glue_Job_018_view_6791,,BIGINT,2,0,0,0,1367,medium,FALSE,user_002,TKT-59803
101053,2025-10-28T08:00:00,82,OnPrem,OnPrem_Srv_03,dev,add_column,view,OnPrem_Srv_03_view_0203,,TIMESTAMP,2,0,0,0,5023,low,FALSE,user_017,TKT-28001
101054,2025-10-28T16:00:00,83,PostgreSQL,Promotions,dev,drop_column,table,Promotions_table_3233,BOOLEAN,,0,0,0,0,2255,low,FALSE,user_016,TKT-23269
101055,2025-10-28T16:00:00,83,PostgreSQL,Billing,prod,add_column,column,Billing_column_3493,,BOOLEAN,1,0,0,0,2284,low,TRUE,user_039,TKT-69113
101056,2025-10-28T16:00:00,83,PostgreSQL,Customers,prod,add_column,table,Customers_table_5607,,INTEGER,2,0,0,0,1534,low,FALSE,user_050,TKT-27843
101057,2025-10-28T16:00:00,83,PostgreSQL,Compliance,prod,add_index,index,Compliance_index_3173,,,0,0,0,0,18268,low,FALSE,user_032,TKT-32074
101058,2025-10-28T16:00:00,83,Qlik,Qlik_App_06,prod,add_column,index,Qlik_App_06_index_9945,,DECIMAL,2,0,0,0,1164,low,TRUE,user_035,TKT-33765
101059,2025-10-28T16:00:00,83,Qlik,Qlik_App_01,dev,modify_type,index,Qlik_App_01_index_3742,BIGINT,DATE,0,0,0,0,11427,low,FALSE,user_009,TKT-50765
101060,2025-10-28T16:00:00,83,DataWarehouse,Core,prod,drop_column,table,Core_table_3722,VARCHAR,,0,0,0,0,54381,medium,TRUE,user_040,TKT-54555
101061,2025-10-28T16:00:00,83,BigData,Hadoop_Cluster_B,dev,modify_type,table,Hadoop_Cluster_B_table_8850,DATE,TEXT,0,0,0,0,18862,medium,TRUE,user_046,TKT-10794
101062,2025-10-28T16:00:00,83,Glue,Glue_Job_006,dev,drop_column,column,Glue_Job_006_column_4371,TIMESTAMP,,0,1,0,0,9783,low,FALSE,user_032,TKT-25326
101063,2025-10-28T16:00:00,83,Glue,Glue_Job_012,dev,add_column,column,Glue_Job_012_column_4865,,DATE,2,0,0,0,2220,low,FALSE,user_006,TKT-74414
101064,2025-10-28T16:00:00,83,Glue,Glue_Job_001,prod,add_column,table,Glue_Job_001_table_0028,,BOOLEAN,1,0,0,0,1796,low,TRUE,user_031,TKT-46123
101065,2025-10-29T00:00:00,84,PostgreSQL,Catalog,prod,add_table,view,Catalog_view_2960,,,0,0,1,0,10704,medium,FALSE,user_011,TKT-16639
101066,2025-10-29T00:00:00,84,PostgreSQL,Returns,dev,add_column,index,Returns_index_0761,,TIMESTAMP,1,0,0,0,2032,low,FALSE,user_014,TKT-93489
101067,2025-10-29T00:00:00,84,BigData,Hadoop_Cluster_A,dev,modify_type,column,Hadoop_Cluster_A_column_2642,TIMESTAMP,TIMESTAMP,0,0,0,0,62290,low,FALSE,user_036,TKT-25740
101068,2025-10-29T00:00:00,84,BigData,Hadoop_Cluster_A,prod,modify_type,table,Hadoop_Cluster_A_table_3866,BOOLEAN,TEXT,0,0,0,0,13380,medium,FALSE,user_036,TKT-59229
101069,2025-10-29T00:00:00,84,Glue,Glue_Job_007,prod,add_index,table,Glue_Job_007_table_9980,,,0,0,0,0,171,medium,FALSE,user_020,TKT-96889
101070,2025-10-29T00:00:00,84,OnPrem,OnPrem_Srv_03,prod,add_column,table,OnPrem_Srv_03_table_3255,,INTEGER,2,0,0,0,2231,medium,FALSE,user_008,TKT-87895
101071,2025-10-29T08:00:00,85,PostgreSQL,Inventory,dev,add_view,table,Inventory_table_3349,,,0,0,0,0,464,medium,FALSE,user_015,TKT-97754
101072,2025-10-29T08:00:00,85,Qlik,Qlik_App_09,prod,modify_type,table,Qlik_App_09_table_7755,DATE,BOOLEAN,0,0,0,0,1251,low,FALSE,user_049,TKT-75480
101073,2025-10-29T08:00:00,85,Qlik,Qlik_App_08,dev,add_index,column,Qlik_App_08_column_3865,,,0,0,0,0,34931,low,FALSE,user_035,TKT-51284
101074,2025-10-29T08:00:00,85,DataWarehouse,Core,prod,add_column,table,Core_table_6936,,DATE,3,0,0,0,41501,low,TRUE,user_050,TKT-22549
101075,2025-10-29T08:00:00,85,DataWarehouse,Staging,prod,drop_table,table,Staging_table_5257,,,0,0,0,1,52609,medium,TRUE,user_014,TKT-74658
101076,2025-10-29T08:00:00,85,DataWarehouse,Staging,prod,modify_type,table,Staging_table_6382,TIMESTAMP,VARCHAR,0,0,0,0,41740,low,FALSE,user_045,TKT-18174
101077,2025-10-29T08:00:00,85,BigData,Spark_Cluster_C,prod,add_index,view,Spark_Cluster_C_view_2689,,,0,0,0,0,169913,medium,FALSE,user_015,TKT-41334
101078,2025-10-29T08:00:00,85,BigData,Hadoop_Cluster_B,prod,add_column,table,Hadoop_Cluster_B_table_2018,,BIGINT,2,0,0,0,40442,low,TRUE,user_018,TKT-84090
101079,2025-10-29T08:00:00,85,BigData,Hadoop_Cluster_A,prod,add_column,table,Hadoop_Cluster_A_table_1835,,BIGINT,4,0,0,0,13369,low,FALSE,user_040,TKT-27340
101080,2025-10-29T08:00:00,85,Glue,Glue_Job_019,dev,add_column,table,Glue_Job_019_table_9839,,DATE,3,0,0,0,1841,low,TRUE,user_026,TKT-71957
101081,2025-10-29T08:00:00,85,Glue,Glue_Job_018,prod,add_column,index,Glue_Job_018_index_8176,,TEXT,2,0,0,0,1802,medium,FALSE,user_043,TKT-67824
101082,2025-10-29T08:00:00,85,Glue,Glue_Job_011,prod,add_column,table,Glue_Job_011_table_8470,,TIMESTAMP,3,0,0,0,4323,low,FALSE,user_044,TKT-89843
101083,2025-10-29T08:00:00,85,Glue,Glue_Job_016,dev,add_index,table,Glue_Job_016_table_8809,,,0,0,0,0,9735,low,FALSE,user_029,TKT-60509
101084,2025-10-29T08:00:00,85,OnPrem,OnPrem_Srv_07,prod,add_table,table,OnPrem_Srv_07_table_8558,,,0,0,1,0,2670,low,FALSE,user_038,TKT-69347
101085,2025-10-29T16:00:00,86,PostgreSQL,Analytics,prod,modify_type,table,Analytics_table_8632,BOOLEAN,INTEGER,0,0,0,0,2193,low,FALSE,user_001,TKT-72306
101086,2025-10-29T16:00:00,86,PostgreSQL,Returns,prod,add_table,table,Returns_table_7718,,,0,0,1,0,5216,low,TRUE,user_041,TKT-93944
101087,2025-10-29T16:00:00,86,Qlik,Qlik_App_01,dev,modify_type,table,Qlik_App_01_table_8361,VARCHAR,TEXT,0,0,0,0,10637,low,TRUE,user_027,TKT-25290
101088,2025-10-29T16:00:00,86,DataWarehouse,Mart,prod,modify_type,view,Mart_view_9409,TEXT,DATE,0,0,0,0,49116,medium,FALSE,user_011,TKT-57937
101089,2025-10-29T16:00:00,86,BigData,Spark_Cluster_C,prod,add_column,table,Spark_Cluster_C_table_2525,,BOOLEAN,4,0,0,0,13800,low,FALSE,user_001,TKT-64840
101090,2025-10-29T16:00:00,86,BigData,Hadoop_Cluster_A,prod,drop_column,table,Hadoop_Cluster_A_table_2329,TIMESTAMP,,0,2,0,0,24763,medium,FALSE,user_024,TKT-94509
101091,2025-10-29T16:00:00,86,BigData,Hadoop_Cluster_A,prod,add_view,index,Hadoop_Cluster_A_index_7844,,,0,0,0,0,39309,medium,FALSE,user_008,TKT-79560
101092,2025-10-29T16:00:00,86,BigData,Hadoop_Cluster_B,prod,add_column,table,Hadoop_Cluster_B_table_2245,,TEXT,4,0,0,0,8672,low,FALSE,user_015,TKT-32761
101093,2025-10-29T16:00:00,86,BigData,Spark_Cluster_C,prod,add_column,column,Spark_Cluster_C_column_6502,,TIMESTAMP,2,0,0,0,307084,low,FALSE,user_043,TKT-75310
101094,2025-10-29T16:00:00,86,Glue,Glue_Job_003,prod,drop_table,table,Glue_Job_003_table_6501,,,0,0,0,1,10207,medium,FALSE,user_017,TKT-53997
101095,2025-10-29T16:00:00,86,Glue,Glue_Job_019,prod,add_column,table,Glue_Job_019_table_2019,,INTEGER,3,0,0,0,1440,medium,TRUE,user_027,TKT-68559
101096,2025-10-29T16:00:00,86,Glue,Glue_Job_006,dev,add_index,table,Glue_Job_006_table_5142,,,0,0,0,0,879,low,TRUE,user_009,TKT-10715
101097,2025-10-29T16:00:00,86,Glue,Glue_Job_011,dev,add_index,column,Glue_Job_011_column_4441,,,0,0,0,0,2167,low,FALSE,user_002,TKT-88943
101098,2025-10-29T16:00:00,86,Glue,Glue_Job_020,prod,add_column,table,Glue_Job_020_table_6988,,DATE,3,0,0,0,2108,low,TRUE,user_046,TKT-53639
101099,2025-10-29T16:00:00,86,OnPrem,OnPrem_Srv_05,prod,add_table,column,OnPrem_Srv_05_column_8797,,,0,0,1,0,3853,low,FALSE,user_027,TKT-45391
101100,2025-10-29T16:00:00,86,OnPrem,OnPrem_Srv_07,dev,drop_column,table,OnPrem_Srv_07_table_9046,BOOLEAN,,0,1,0,0,6267,low,FALSE,user_043,TKT-24783
101101,2025-10-29T16:00:00,86,OnPrem,OnPrem_Srv_08,prod,add_view,table,OnPrem_Srv_08_table_0146,,,0,0,0,0,1270,medium,TRUE,user_015,TKT-23583
101102,2025-10-29T16:00:00,86,OnPrem,OnPrem_Srv_10,prod,add_index,table,OnPrem_Srv_10_table_4196,,,0,0,0,0,1147,low,TRUE,user_046,TKT-70464
101103,2025-10-30T00:00:00,87,PostgreSQL,Shipping,dev,drop_column,table,Shipping_table_7785,BOOLEAN,,0,1,0,0,893,high,FALSE,user_019,TKT-38530
101104,2025-10-30T00:00:00,87,Qlik,Qlik_App_04,dev,add_view,table,Qlik_App_04_table_3476,,,0,0,0,0,4313,medium,FALSE,user_039,TKT-16713
101105,2025-10-30T00:00:00,87,Qlik,Qlik_App_05,prod,add_column,table,Qlik_App_05_table_6470,,INTEGER,1,0,0,0,2565,low,FALSE,user_042,TKT-64040
101106,2025-10-30T00:00:00,87,Qlik,Qlik_App_08,dev,add_table,table,Qlik_App_08_table_8256,,,0,0,1,0,4817,low,FALSE,user_016,TKT-74051
101107,2025-10-30T00:00:00,87,DataWarehouse,Staging,dev,modify_type,table,Staging_table_7662,DATE,TEXT,0,0,0,0,233584,medium,FALSE,user_046,TKT-48439
101108,2025-10-30T00:00:00,87,BigData,Hadoop_Cluster_A,prod,add_column,column,Hadoop_Cluster_A_column_5076,,BIGINT,1,0,0,0,22596,low,FALSE,user_023,TKT-70140
101109,2025-10-30T00:00:00,87,BigData,Hadoop_Cluster_B,dev,add_index,view,Hadoop_Cluster_B_view_1267,,,0,0,0,0,92509,low,FALSE,user_005,TKT-98333
101110,2025-10-30T00:00:00,87,BigData,Spark_Cluster_C,prod,add_column,view,Spark_Cluster_C_view_9366,,TIMESTAMP,3,0,0,0,94922,medium,FALSE,user_011,TKT-38359
101111,2025-10-30T00:00:00,87,BigData,Hadoop_Cluster_A,prod,add_index,view,Hadoop_Cluster_A_view_2606,,,0,0,0,0,15487,low,FALSE,user_044,TKT-28515
101112,2025-10-30T00:00:00,87,BigData,Spark_Cluster_C,prod,drop_table,table,Spark_Cluster_C_table_3337,,,0,0,0,1,20526,low,FALSE,user_048,TKT-46155
101113,2025-10-30T00:00:00,87,BigData,Spark_Cluster_C,prod,add_view,table,Spark_Cluster_C_table_2079,,,0,0,0,0,21879,medium,FALSE,user_050,TKT-78861
101114,2025-10-30T00:00:00,87,BigData,Hadoop_Cluster_A,prod,drop_column,table,Hadoop_Cluster_A_table_9424,BIGINT,,0,1,0,0,45961,low,FALSE,user_015,TKT-93853
101115,2025-10-30T00:00:00,87,Glue,Glue_Job_010,prod,add_table,table,Glue_Job_010_table_1939,,,0,0,1,0,10840,low,FALSE,user_041,TKT-97292
101116,2025-10-30T00:00:00,87,Glue,Glue_Job_004,prod,add_column,table,Glue_Job_004_table_0270,,DATE,3,0,0,0,19965,medium,FALSE,user_025,TKT-79616
101117,2025-10-30T00:00:00,87,OnPrem,OnPrem_Srv_04,prod,add_index,table,OnPrem_Srv_04_table_9353,,,0,0,0,0,1060,high,FALSE,user_038,TKT-30557
101118,2025-10-30T00:00:00,87,OnPrem,OnPrem_Srv_01,dev,drop_column,table,OnPrem_Srv_01_table_9535,BIGINT,,0,0,0,0,5388,low,FALSE,user_036,TKT-54377
101119,2025-10-30T00:00:00,87,OnPrem,OnPrem_Srv_09,prod,drop_column,table,OnPrem_Srv_09_table_2569,BIGINT,,0,3,0,0,12800,low,FALSE,user_039,TKT-49678
101120,2025-10-30T08:00:00,88,PostgreSQL,Suppliers,prod,add_column,index,Suppliers_index_6721,,TIMESTAMP,2,0,0,0,1872,high,FALSE,user_033,TKT-89811
101121,2025-10-30T08:00:00,88,PostgreSQL,Shipping,prod,add_column,table,Shipping_table_6239,,VARCHAR,4,0,0,0,9200,low,TRUE,user_036,TKT-67315
