edge_id,timestamp,src_system,src_component,src_object_name,dst_system,dst_component,dst_object_name,relation_type,change_id,is_breaking
500905,2025-10-24T00:00:00,Qlik,Qlik_App_01,Qlik_App_01_table_1406,OnPrem,OnPrem_Srv_07,OnPrem_Srv_07_table_9671,copies,100905,FALSE
500906,2025-10-24T00:00:00,Qlik,Qlik_App_10,Qlik_App_10_table_3224,BigData,Spark_Cluster_C,Spark_Cluster_C_table_5442,aggregates,100906,FALSE
500907,2025-10-24T00:00:00,DataWarehouse,Core,Core_table_3047,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_7364,joins,100907,TRUE
500908,2025-10-24T08:00:00,PostgreSQL,Billing,Billing_table_0684,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_1133,derives,100908,FALSE
500909,2025-10-24T08:00:00,Glue,Glue_Job_002,Glue_Job_002_table_7078,Glue,Glue_Job_016,Glue_Job_016_table_5352,derives,100909,FALSE
500910,2025-10-24T08:00:00,PostgreSQL,Reporting,Reporting_table_9667,Glue,Glue_Job_019,Glue_Job_019_table_1275,aggregates,100910,TRUE
500911,2025-10-24T08:00:00,OnPrem,OnPrem_Srv_09,OnPrem_Srv_09_table_8804,Glue,Glue_Job_003,Glue_Job_003_table_6589,aggregates,100911,FALSE
500912,2025-10-24T08:00:00,DataWarehouse,Staging,Staging_table_9968,PostgreSQL,Customers,Customers_table_7427,aggregates,100912,TRUE
500913,2025-10-24T08:00:00,OnPrem,OnPrem_Srv_08,OnPrem_Srv_08_table_8072,Glue,Glue_Job_002,Glue_Job_002_table_1290,copies,100913,FALSE
500914,2025-10-24T08:00:00,Glue,Glue_Job_015,Glue_Job_015_table_8401,Qlik,Qlik_App_07,Qlik_App_07_table_7505,aggregates,100914,FALSE
500915,2025-10-24T08:00:00,Qlik,Qlik_App_08,Qlik_App_08_table_9747,Qlik,Qlik_App_01,Qlik_App_01_table_8679,copies,100915,FALSE
500916,2025-10-24T08:00:00,DataWarehouse,Staging,Staging_table_1346,BigData,Spark_Cluster_C,Spark_Cluster_C_table_1918,aggregates,100916,FALSE
500917,2025-10-24T08:00:00,Glue,Glue_Job_015,Glue_Job_015_table_1430,DataWarehouse,Staging,Staging_table_6445,derives,100917,FALSE
500918,2025-10-24T08:00:00,OnPrem,OnPrem_Srv_07,OnPrem_Srv_07_table_7883,Qlik,Qlik_App_05,Qlik_App_05_table_5290,joins,100918,FALSE
500919,2025-10-24T16:00:00,OnPrem,OnPrem_Srv_02,OnPrem_Srv_02_table_8051,BigData,Spark_Cluster_C,Spark_Cluster_C_table_1783,copies,100919,FALSE
500920,2025-10-24T16:00:00,PostgreSQL,Notifications,Notifications_table_3771,Qlik,Qlik_App_03,Qlik_App_03_table_0030,derives,100920,TRUE
500921,2025-10-24T16:00:00,Glue,Glue_Job_006,Glue_Job_006_table_1243,DataWarehouse,Core,Core_table_0713,joins,100921,FALSE
500922,2025-10-24T16:00:00,Glue,Glue_Job_015,Glue_Job_015_table_8116,Qlik,Qlik_App_01,Qlik_App_01_table_3559,derives,100922,TRUE
500923,2025-10-24T16:00:00,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_0334,Qlik,Qlik_App_02,Qlik_App_02_table_2563,joins,100923,FALSE
500924,2025-10-24T16:00:00,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_1094,DataWarehouse,Core,Core_table_4790,derives,100924,FALSE
500925,2025-10-24T16:00:00,OnPrem,OnPrem_Srv_03,OnPrem_Srv_03_table_2668,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_9992,copies,100925,TRUE
500926,2025-10-24T16:00:00,Qlik,Qlik_App_09,Qlik_App_09_table_9728,DataWarehouse,Mart,Mart_table_9006,copies,100926,TRUE
500927,2025-10-24T16:00:00,DataWarehouse,Staging,Staging_table_9277,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_3006,copies,100927,FALSE
500928,2025-10-24T16:00:00,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_9012,PostgreSQL,Catalog,Catalog_table_8615,copies,100928,FALSE
500929,2025-10-24T16:00:00,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_7837,Glue,Glue_Job_003,Glue_Job_003_table_6278,derives,100929,FALSE
500930,2025-10-24T16:00:00,DataWarehouse,Mart,Mart_table_6166,Glue,Glue_Job_017,Glue_Job_017_table_8211,derives,100930,FALSE
500931,2025-10-24T16:00:00,Qlik,Qlik_App_04,Qlik_App_04_table_9048,Glue,Glue_Job_010,Glue_Job_010_table_4034,copies,100931,TRUE
500932,2025-10-24T16:00:00,Glue,Glue_Job_002,Glue_Job_002_table_6784,Glue,Glue_Job_019,Glue_Job_019_table_3558,copies,100932,FALSE
500933,2025-10-24T16:00:00,DataWarehouse,Staging,Staging_table_8925,Glue,Glue_Job_004,Glue_Job_004_table_3462,copies,100933,FALSE
500934,2025-10-24T16:00:00,Glue,Glue_Job_001,Glue_Job_001_table_8878,Glue,Glue_Job_004,Glue_Job_004_table_8879,copies,100934,FALSE
500935,2025-10-25T00:00:00,Qlik,Qlik_App_02,Qlik_App_02_table_6541,OnPrem,OnPrem_Srv_05,OnPrem_Srv_05_table_0527,derives,100935,FALSE
500936,2025-10-25T08:00:00,OnPrem,OnPrem_Srv_05,OnPrem_Srv_05_table_0203,Qlik,Qlik_App_03,Qlik_App_03_table_7154,derives,100936,FALSE
500937,2025-10-25T08:00:00,DataWarehouse,Mart,Mart_table_4656,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_2075,derives,100937,FALSE
500938,2025-10-25T08:00:00,Qlik,Qlik_App_10,Qlik_App_10_table_9157,OnPrem,OnPrem_Srv_02,OnPrem_Srv_02_table_8863,derives,100938,TRUE
500939,2025-10-25T08:00:00,Qlik,Qlik_App_03,Qlik_App_03_table_3776,Glue,Glue_Job_010,Glue_Job_010_table_4086,derives,100939,FALSE
500940,2025-10-25T08:00:00,OnPrem,OnPrem_Srv_08,OnPrem_Srv_08_table_9716,PostgreSQL,Accounts,Accounts_table_8336,aggregates,100940,FALSE
500941,2025-10-25T08:00:00,OnPrem,OnPrem_Srv_04,OnPrem_Srv_04_table_6154,PostgreSQL,Payments,Payments_table_0805,copies,100941,FALSE
500942,2025-10-25T08:00:00,Glue,Glue_Job_004,Glue_Job_004_table_1498,PostgreSQL,Billing,Billing_table_9473,aggregates,100942,FALSE
500943,2025-10-25T08:00:00,Glue,Glue_Job_003,Glue_Job_003_table_8652,PostgreSQL,Notifications,Notifications_table_7433,copies,100943,FALSE
500944,2025-10-25T08:00:00,PostgreSQL,Reporting,Reporting_table_3135,OnPrem,OnPrem_Srv_02,OnPrem_Srv_02_table_5821,aggregates,100944,FALSE
500945,2025-10-25T16:00:00,PostgreSQL,Suppliers,Suppliers_table_5218,OnPrem,OnPrem_Srv_02,OnPrem_Srv_02_table_3143,derives,100945,TRUE
500946,2025-10-25T16:00:00,DataWarehouse,Mart,Mart_table_8312,OnPrem,OnPrem_Srv_08,OnPrem_Srv_08_table_3858,copies,100946,FALSE
500947,2025-10-25T16:00:00,BigData,Spark_Cluster_C,Spark_Cluster_C_table_3215,DataWarehouse,Mart,Mart_table_7750,joins,100947,FALSE
500948,2025-10-25T16:00:00,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_2262,Glue,Glue_Job_015,Glue_Job_015_table_1313,copies,100948,TRUE
500949,2025-10-25T16:00:00,Glue,Glue_Job_018,Glue_Job_018_table_9658,PostgreSQL,Pricing,Pricing_table_5775,derives,100949,FALSE
500950,2025-10-25T16:00:00,PostgreSQL,Reporting,Reporting_table_5204,PostgreSQL,Pricing,Pricing_table_3362,copies,100950,FALSE
500951,2025-10-25T16:00:00,OnPrem,OnPrem_Srv_09,OnPrem_Srv_09_table_7209,BigData,Spark_Cluster_C,Spark_Cluster_C_table_0208,copies,100951,TRUE
500952,2025-10-25T16:00:00,DataWarehouse,Staging,Staging_table_7234,Glue,Glue_Job_007,Glue_Job_007_table_0639,copies,100952,FALSE
500953,2025-10-25T16:00:00,PostgreSQL,Accounts,Accounts_table_9994,PostgreSQL,Orders,Orders_table_3986,derives,100953,FALSE
500954,2025-10-26T00:00:00,PostgreSQL,Compliance,Compliance_table_5705,OnPrem,OnPrem_Srv_01,OnPrem_Srv_01_table_6405,aggregates,100954,FALSE
500955,2025-10-26T00:00:00,PostgreSQL,Auth,Auth_table_0835,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_4953,copies,100955,FALSE
500956,2025-10-26T00:00:00,Glue,Glue_Job_006,Glue_Job_006_table_2028,Glue,Glue_Job_007,Glue_Job_007_table_5214,derives,100956,FALSE
500957,2025-10-26T00:00:00,Glue,Glue_Job_002,Glue_Job_002_table_0089,Glue,Glue_Job_002,Glue_Job_002_table_1664,aggregates,100957,FALSE
500958,2025-10-26T00:00:00,DataWarehouse,Core,Core_table_9184,DataWarehouse,Mart,Mart_table_3765,aggregates,100958,FALSE
500959,2025-10-26T00:00:00,Qlik,Qlik_App_04,Qlik_App_04_table_5340,Qlik,Qlik_App_04,Qlik_App_04_table_7504,derives,100959,TRUE
500960,2025-10-26T00:00:00,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_9247,Qlik,Qlik_App_04,Qlik_App_04_table_4355,derives,100960,FALSE
500961,2025-10-26T00:00:00,DataWarehouse,Staging,Staging_table_6706,Glue,Glue_Job_011,Glue_Job_011_table_1703,derives,100961,FALSE
500962,2025-10-26T08:00:00,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_3473,Qlik,Qlik_App_01,Qlik_App_01_table_7164,joins,100962,TRUE
500963,2025-10-26T08:00:00,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_3164,Qlik,Qlik_App_03,Qlik_App_03_table_7187,derives,100963,FALSE
500964,2025-10-26T08:00:00,DataWarehouse,Mart,Mart_table_2911,Qlik,Qlik_App_04,Qlik_App_04_table_4614,joins,100964,FALSE
500965,2025-10-26T08:00:00,Glue,Glue_Job_008,Glue_Job_008_table_6626,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_0816,derives,100965,FALSE
500966,2025-10-26T08:00:00,OnPrem,OnPrem_Srv_01,OnPrem_Srv_01_table_6193,Qlik,Qlik_App_10,Qlik_App_10_table_3672,derives,100966,TRUE
500967,2025-10-26T08:00:00,BigData,Spark_Cluster_C,Spark_Cluster_C_table_0422,Glue,Glue_Job_008,Glue_Job_008_table_0336,derives,100967,TRUE
500968,2025-10-26T08:00:00,Glue,Glue_Job_012,Glue_Job_012_table_4049,DataWarehouse,Staging,Staging_table_8948,derives,100968,FALSE
500969,2025-10-26T08:00:00,Qlik,Qlik_App_03,Qlik_App_03_table_7229,DataWarehouse,Mart,Mart_table_9301,derives,100969,FALSE
500970,2025-10-26T08:00:00,OnPrem,OnPrem_Srv_01,OnPrem_Srv_01_table_2780,OnPrem,OnPrem_Srv_10,OnPrem_Srv_10_table_7319,copies,100970,FALSE
500971,2025-10-26T08:00:00,DataWarehouse,Core,Core_table_0789,OnPrem,OnPrem_Srv_05,OnPrem_Srv_05_table_0257,joins,100971,FALSE
500972,2025-10-26T08:00:00,PostgreSQL,Payments,Payments_table_3775,DataWarehouse,Mart,Mart_table_6447,derives,100972,FALSE
500973,2025-10-26T16:00:00,DataWarehouse,Staging,Staging_table_7682,OnPrem,OnPrem_Srv_07,OnPrem_Srv_07_table_6509,copies,100973,FALSE
500974,2025-10-26T16:00:00,Glue,Glue_Job_012,Glue_Job_012_table_3702,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_8215,derives,100974,FALSE
500975,2025-10-26T16:00:00,Qlik,Qlik_App_07,Qlik_App_07_table_5350,DataWarehouse,Staging,Staging_table_4761,derives,100975,FALSE
500976,2025-10-26T16:00:00,DataWarehouse,Core,Core_table_4445,Qlik,Qlik_App_04,Qlik_App_04_table_3424,copies,100976,TRUE
500977,2025-10-26T16:00:00,Glue,Glue_Job_017,Glue_Job_017_table_6326,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_5100,copies,100977,TRUE
500978,2025-10-26T16:00:00,DataWarehouse,Core,Core_table_4206,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_3642,aggregates,100978,FALSE
500979,2025-10-26T16:00:00,Glue,Glue_Job_010,Glue_Job_010_table_8936,Glue,Glue_Job_016,Glue_Job_016_table_2429,aggregates,100979,FALSE
500980,2025-10-26T16:00:00,Glue,Glue_Job_015,Glue_Job_015_table_1064,OnPrem,OnPrem_Srv_04,OnPrem_Srv_04_table_6660,aggregates,100980,TRUE
500981,2025-10-26T16:00:00,DataWarehouse,Mart,Mart_table_0248,PostgreSQL,Catalog,Catalog_table_3504,derives,100981,FALSE
500982,2025-10-26T16:00:00,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_7443,Glue,Glue_Job_020,Glue_Job_020_table_4183,derives,100982,FALSE
500983,2025-10-27T00:00:00,Qlik,Qlik_App_07,Qlik_App_07_table_4500,OnPrem,OnPrem_Srv_04,OnPrem_Srv_04_table_2181,copies,100983,TRUE
500984,2025-10-27T00:00:00,Glue,Glue_Job_009,Glue_Job_009_table_3088,Glue,Glue_Job_013,Glue_Job_013_table_9868,derives,100984,FALSE
500985,2025-10-27T00:00:00,PostgreSQL,Catalog,Catalog_table_5294,DataWarehouse,Core,Core_table_8901,copies,100985,FALSE
500986,2025-10-27T00:00:00,OnPrem,OnPrem_Srv_06,OnPrem_Srv_06_table_6657,DataWarehouse,Staging,Staging_table_7567,aggregates,100986,FALSE
500987,2025-10-27T00:00:00,OnPrem,OnPrem_Srv_09,OnPrem_Srv_09_table_4410,Glue,Glue_Job_013,Glue_Job_013_table_0548,derives,100987,TRUE
500988,2025-10-27T00:00:00,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_2770,PostgreSQL,Notifications,Notifications_table_0328,derives,100988,FALSE
500989,2025-10-27T00:00:00,DataWarehouse,Staging,Staging_table_7133,DataWarehouse,Core,Core_table_3734,derives,100989,FALSE
500990,2025-10-27T00:00:00,Glue,Glue_Job_007,Glue_Job_007_table_9351,PostgreSQL,Catalog,Catalog_table_8338,derives,100990,FALSE
500991,2025-10-27T00:00:00,Glue,Glue_Job_005,Glue_Job_005_table_9506,PostgreSQL,Suppliers,Suppliers_table_6698,derives,100991,FALSE
500992,2025-10-27T00:00:00,PostgreSQL,Auth,Auth_table_3988,DataWarehouse,Core,Core_table_3334,aggregates,100992,TRUE
500993,2025-10-27T00:00:00,OnPrem,OnPrem_Srv_07,OnPrem_Srv_07_table_2707,Qlik,Qlik_App_01,Qlik_App_01_table_6136,joins,100993,FALSE
500994,2025-10-27T00:00:00,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_1382,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_5603,joins,100994,FALSE
500995,2025-10-27T00:00:00,OnPrem,OnPrem_Srv_01,OnPrem_Srv_01_table_1474,PostgreSQL,Auth,Auth_table_9142,aggregates,100995,FALSE
500996,2025-10-27T08:00:00,Glue,Glue_Job_013,Glue_Job_013_table_1553,OnPrem,OnPrem_Srv_01,OnPrem_Srv_01_table_7817,derives,100996,FALSE
500997,2025-10-27T08:00:00,DataWarehouse,Core,Core_table_2695,BigData,Spark_Cluster_C,Spark_Cluster_C_table_3596,copies,100997,FALSE
500998,2025-10-27T08:00:00,DataWarehouse,Core,Core_table_4112,OnPrem,OnPrem_Srv_01,OnPrem_Srv_01_table_5660,joins,100998,FALSE
500999,2025-10-27T08:00:00,DataWarehouse,Staging,Staging_table_7286,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_8352,joins,100999,FALSE
501000,2025-10-27T08:00:00,PostgreSQL,Reporting,Reporting_table_7861,PostgreSQL,Billing,Billing_table_8528,derives,101000,FALSE
501001,2025-10-27T08:00:00,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_9372,BigData,Spark_Cluster_C,Spark_Cluster_C_table_6679,derives,101001,TRUE
501002,2025-10-27T08:00:00,Glue,Glue_Job_009,Glue_Job_009_table_8018,Qlik,Qlik_App_04,Qlik_App_04_table_2816,derives,101002,FALSE
501003,2025-10-27T08:00:00,Glue,Glue_Job_018,Glue_Job_018_table_8138,Glue,Glue_Job_013,Glue_Job_013_table_8119,derives,101003,FALSE
501004,2025-10-27T08:00:00,BigData,Spark_Cluster_C,Spark_Cluster_C_table_8383,Glue,Glue_Job_004,Glue_Job_004_table_9940,copies,101004,FALSE
501005,2025-10-27T08:00:00,Glue,Glue_Job_008,Glue_Job_008_table_5238,OnPrem,OnPrem_Srv_09,OnPrem_Srv_09_table_8795,aggregates,101005,FALSE
501006,2025-10-27T08:00:00,DataWarehouse,Mart,Mart_table_3320,Glue,Glue_Job_012,Glue_Job_012_table_3968,aggregates,101006,TRUE
501007,2025-10-27T08:00:00,DataWarehouse,Staging,Staging_table_8233,BigData,Spark_Cluster_C,Spark_Cluster_C_table_0039,derives,101007,FALSE
501008,2025-10-27T08:00:00,Glue,Glue_Job_009,Glue_Job_009_table_2409,PostgreSQL,Orders,Orders_table_7973,copies,101008,FALSE
501009,2025-10-27T08:00:00,BigData,Spark_Cluster_C,Spark_Cluster_C_table_6361,Glue,Glue_Job_015,Glue_Job_015_table_6700,aggregates,101009,TRUE
501010,2025-10-27T08:00:00,Glue,Glue_Job_007,Glue_Job_007_table_1099,PostgreSQL,Promotions,Promotions_table_3170,copies,101010,FALSE
501011,2025-10-27T08:00:00,PostgreSQL,Returns,Returns_table_7545,PostgreSQL,Suppliers,Suppliers_table_6950,derives,101011,FALSE
501012,2025-10-27T08:00:00,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_8513,Qlik,Qlik_App_08,Qlik_App_08_table_7775,copies,101012,FALSE
501013,2025-10-27T08:00:00,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_2992,Qlik,Qlik_App_09,Qlik_App_09_table_1418,derives,101013,FALSE
501014,2025-10-27T16:00:00,DataWarehouse,Mart,Mart_table_7669,DataWarehouse,Mart,Mart_table_3393,joins,101014,FALSE
501015,2025-10-27T16:00:00,OnPrem,OnPrem_Srv_05,OnPrem_Srv_05_table_3996,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_7065,derives,101015,FALSE
501016,2025-10-27T16:00:00,Glue,Glue_Job_014,Glue_Job_014_table_3202,Glue,Glue_Job_010,Glue_Job_010_table_0753,derives,101016,FALSE
501017,2025-10-27T16:00:00,Glue,Glue_Job_002,Glue_Job_002_table_8785,PostgreSQL,Billing,Billing_table_7636,aggregates,101017,TRUE
501018,2025-10-27T16:00:00,Qlik,Qlik_App_03,Qlik_App_03_table_6881,Glue,Glue_Job_009,Glue_Job_009_table_4722,copies,101018,FALSE
501019,2025-10-27T16:00:00,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_3144,DataWarehouse,Staging,Staging_table_1471,aggregates,101019,FALSE
501020,2025-10-27T16:00:00,DataWarehouse,Core,Core_table_4692,Qlik,Qlik_App_08,Qlik_App_08_table_8840,aggregates,101020,TRUE
501021,2025-10-27T16:00:00,DataWarehouse,Staging,Staging_table_2505,OnPrem,OnPrem_Srv_04,OnPrem_Srv_04_table_3034,derives,101021,FALSE
501022,2025-10-27T16:00:00,Glue,Glue_Job_003,Glue_Job_003_table_2688,OnPrem,OnPrem_Srv_09,OnPrem_Srv_09_table_3757,derives,101022,FALSE
501023,2025-10-27T16:00:00,OnPrem,OnPrem_Srv_03,OnPrem_Srv_03_table_3309,Glue,Glue_Job_019,Glue_Job_019_table_2656,derives,101023,TRUE
501024,2025-10-27T16:00:00,OnPrem,OnPrem_Srv_01,OnPrem_Srv_01_table_9763,Qlik,Qlik_App_06,Qlik_App_06_table_9232,derives,101024,TRUE
501025,2025-10-27T16:00:00,Qlik,Qlik_App_09,Qlik_App_09_table_1828,OnPrem,OnPrem_Srv_10,OnPrem_Srv_10_table_4703,copies,101025,FALSE
501026,2025-10-27T16:00:00,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_4886,Qlik,Qlik_App_07,Qlik_App_07_table_6894,copies,101026,FALSE
501027,2025-10-27T16:00:00,OnPrem,OnPrem_Srv_07,OnPrem_Srv_07_table_5879,Glue,Glue_Job_011,Glue_Job_011_table_3139,aggregates,101027,FALSE
501028,2025-10-27T16:00:00,Qlik,Qlik_App_04,Qlik_App_04_table_6454,DataWarehouse,Mart,Mart_table_1585,copies,101028,FALSE
501029,2025-10-27T16:00:00,Glue,Glue_Job_011,Glue_Job_011_table_9765,DataWarehouse,Mart,Mart_table_6445,aggregates,101029,FALSE
501030,2025-10-27T16:00:00,BigData,Spark_Cluster_C,Spark_Cluster_C_table_7279,BigData,Spark_Cluster_C,Spark_Cluster_C_table_7458,derives,101030,FALSE
501031,2025-10-27T16:00:00,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_6181,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_2560,derives,101031,FALSE
501032,2025-10-28T00:00:00,PostgreSQL,Promotions,Promotions_table_7263,BigData,Spark_Cluster_C,Spark_Cluster_C_table_2472,copies,101032,FALSE
501033,2025-10-28T00:00:00,OnPrem,OnPrem_Srv_06,OnPrem_Srv_06_table_5614,Glue,Glue_Job_005,Glue_Job_005_table_0754,derives,101033,TRUE
501034,2025-10-28T00:00:00,OnPrem,OnPrem_Srv_04,OnPrem_Srv_04_table_9571,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_6887,derives,101034,FALSE
501035,2025-10-28T00:00:00,Qlik,Qlik_App_05,Qlik_App_05_table_7260,Glue,Glue_Job_020,Glue_Job_020_table_1719,derives,101035,TRUE
501036,2025-10-28T00:00:00,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_3367,OnPrem,OnPrem_Srv_06,OnPrem_Srv_06_table_3163,joins,101036,FALSE
501037,2025-10-28T00:00:00,DataWarehouse,Staging,Staging_table_9235,DataWarehouse,Core,Core_table_5516,copies,101037,FALSE
501038,2025-10-28T00:00:00,Qlik,Qlik_App_04,Qlik_App_04_table_7418,Glue,Glue_Job_015,Glue_Job_015_table_5567,aggregates,101038,FALSE
501039,2025-10-28T00:00:00,DataWarehouse,Staging,Staging_table_5767,PostgreSQL,Reporting,Reporting_table_3724,derives,101039,FALSE
501040,2025-10-28T00:00:00,DataWarehouse,Mart,Mart_table_7039,Glue,Glue_Job_019,Glue_Job_019_table_8103,aggregates,101040,FALSE
501041,2025-10-28T00:00:00,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_8219,DataWarehouse,Core,Core_table_2275,aggregates,101041,FALSE
501042,2025-10-28T08:00:00,PostgreSQL,Notifications,Notifications_table_8634,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_6972,copies,101042,FALSE
501043,2025-10-28T08:00:00,PostgreSQL,Shipping,Shipping_table_4495,OnPrem,OnPrem_Srv_09,OnPrem_Srv_09_table_0821,joins,101043,FALSE
501044,2025-10-28T08:00:00,PostgreSQL,Orders,Orders_table_0984,PostgreSQL,Payments,Payments_table_6624,copies,101044,TRUE
501045,2025-10-28T08:00:00,Glue,Glue_Job_016,Glue_Job_016_table_6705,PostgreSQL,Billing,Billing_table_1888,copies,101045,FALSE
501046,2025-10-28T08:00:00,DataWarehouse,Staging,Staging_table_7289,DataWarehouse,Staging,Staging_table_8993,copies,101046,FALSE
501047,2025-10-28T08:00:00,OnPrem,OnPrem_Srv_05,OnPrem_Srv_05_table_1946,Glue,Glue_Job_017,Glue_Job_017_table_8539,derives,101047,FALSE
501048,2025-10-28T08:00:00,Qlik,Qlik_App_10,Qlik_App_10_table_0200,PostgreSQL,Payments,Payments_table_4425,derives,101048,FALSE
501049,2025-10-28T08:00:00,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_0239,DataWarehouse,Core,Core_table_1421,joins,101049,FALSE
501050,2025-10-28T08:00:00,BigData,Spark_Cluster_C,Spark_Cluster_C_table_9454,Qlik,Qlik_App_01,Qlik_App_01_table_8485,derives,101050,FALSE
501051,2025-10-28T08:00:00,OnPrem,OnPrem_Srv_04,OnPrem_Srv_04_table_5545,OnPrem,OnPrem_Srv_02,OnPrem_Srv_02_table_0373,aggregates,101051,TRUE
501052,2025-10-28T08:00:00,DataWarehouse,Mart,Mart_table_5057,OnPrem,OnPrem_Srv_10,OnPrem_Srv_10_table_8995,copies,101052,FALSE
501053,2025-10-28T08:00:00,DataWarehouse,Staging,Staging_table_4841,Glue,Glue_Job_020,Glue_Job_020_table_0913,copies,101053,FALSE
501054,2025-10-28T16:00:00,Qlik,Qlik_App_04,Qlik_App_04_table_4011,BigData,Spark_Cluster_C,Spark_Cluster_C_table_4987,joins,101054,FALSE
501055,2025-10-28T16:00:00,PostgreSQL,Audit,Audit_table_0319,PostgreSQL,Catalog,Catalog_table_9628,derives,101055,FALSE
501056,2025-10-28T16:00:00,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_7944,DataWarehouse,Staging,Staging_table_6043,joins,101056,FALSE
501057,2025-10-28T16:00:00,Qlik,Qlik_App_06,Qlik_App_06_table_8317,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_8504,aggregates,101057,FALSE
501058,2025-10-28T16:00:00,BigData,Spark_Cluster_C,Spark_Cluster_C_table_9805,DataWarehouse,Staging,Staging_table_5423,derives,101058,FALSE
501059,2025-10-28T16:00:00,DataWarehouse,Mart,Mart_table_4691,Glue,Glue_Job_010,Glue_Job_010_table_4475,joins,101059,FALSE
501060,2025-10-28T16:00:00,DataWarehouse,Core,Core_table_9136,OnPrem,OnPrem_Srv_03,OnPrem_Srv_03_table_4569,aggregates,101060,FALSE
501061,2025-10-28T16:00:00,Qlik,Qlik_App_02,Qlik_App_02_table_5493,Qlik,Qlik_App_09,Qlik_App_09_table_9945,derives,101061,FALSE
501062,2025-10-28T16:00:00,PostgreSQL,Inventory,Inventory_table_6999,OnPrem,OnPrem_Srv_02,OnPrem_Srv_02_table_4895,derives,101062,FALSE
501063,2025-10-28T16:00:00,OnPrem,OnPrem_Srv_05,OnPrem_Srv_05_table_4028,PostgreSQL,Billing,Billing_table_4296,joins,101063,FALSE
501064,2025-10-28T16:00:00,OnPrem,OnPrem_Srv_07,OnPrem_Srv_07_table_8281,PostgreSQL,Orders,Orders_table_8314,copies,101064,FALSE
501065,2025-10-29T00:00:00,DataWarehouse,Mart,Mart_table_1267,Qlik,Qlik_App_06,Qlik_App_06_table_2058,copies,101065,FALSE
501066,2025-10-29T00:00:00,DataWarehouse,Core,Core_table_9000,OnPrem,OnPrem_Srv_04,OnPrem_Srv_04_table_5769,copies,101066,FALSE
501067,2025-10-29T00:00:00,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_2809,PostgreSQL,Inventory,Inventory_table_5403,copies,101067,FALSE
501068,2025-10-29T00:00:00,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_1503,OnPrem,OnPrem_Srv_06,OnPrem_Srv_06_table_7117,copies,101068,FALSE
501069,2025-10-29T00:00:00,PostgreSQL,Pricing,Pricing_table_6720,DataWarehouse,Mart,Mart_table_9161,copies,101069,FALSE
501070,2025-10-29T00:00:00,BigData,Spark_Cluster_C,Spark_Cluster_C_table_9505,Qlik,Qlik_App_10,Qlik_App_10_table_6535,aggregates,101070,TRUE
501071,2025-10-29T08:00:00,Qlik,Qlik_App_07,Qlik_App_07_table_8258,Qlik,Qlik_App_06,Qlik_App_06_table_8103,copies,101071,FALSE
501072,2025-10-29T08:00:00,OnPrem,OnPrem_Srv_03,OnPrem_Srv_03_table_6800,OnPrem,OnPrem_Srv_01,OnPrem_Srv_01_table_6580,derives,101072,FALSE
